Tag	F1	Method
3_0.60-0.65	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
2_0.55-0.60	1	DREME
8_0.90-0.95	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.95-1	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
2_0.55-0.60	1	DREME
1_0.5-0.55	1	DREME
6_0.75-0.80	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.90-0.95	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
2_0.55-0.60	1	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
2_0.55-0.60	1	DREME
6_0.75-0.80	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
2_0.55-0.60	1	DREME
6_0.75-0.80	0.666666666666667	DREME
3_0.60-0.65	1	DREME
7_0.80-0.85	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
2_0.55-0.60	1	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
2_0.55-0.60	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
1_0.5-0.55	1	DREME
2_0.55-0.60	1	DREME
8_0.85-0.9	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
1_0.5-0.55	1	DREME
5_0.70-0.75	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
3_0.60-0.65	1	DREME
8_0.90-0.95	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.95-1	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
2_0.55-0.60	1	DREME
1_0.5-0.55	1	DREME
2_0.55-0.60	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
2_0.55-0.60	1	DREME
7_0.80-0.85	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
4_0.65-0.70	1	DREME
7_0.80-0.85	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
2_0.55-0.60	0.666666666666667	DREME
1_0.5-0.55	1	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
1_0.5-0.55	1	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
2_0.55-0.60	0.666666666666667	DREME
2_0.55-0.60	1	DREME
2_0.55-0.60	0.666666666666667	DREME
3_0.60-0.65	1	DREME
8_0.90-0.95	0.666666666666667	DREME
1_0.5-0.55	1	DREME
7_0.80-0.85	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.90-0.95	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
2_0.55-0.60	1	DREME
3_0.60-0.65	1	DREME
6_0.75-0.80	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
2_0.55-0.60	1	DREME
2_0.55-0.60	1	DREME
8_0.95-1	0.666666666666667	DREME
2_0.55-0.60	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
2_0.55-0.60	1	DREME
8_0.95-1	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
1_0.5-0.55	1	DREME
4_0.65-0.70	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
2_0.55-0.60	1	DREME
8_0.85-0.9	0.666666666666667	DREME
2_0.55-0.60	1	DREME
4_0.65-0.70	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.95-1	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
2_0.55-0.60	1	DREME
2_0.55-0.60	1	DREME
8_0.85-0.9	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
1_0.5-0.55	1	DREME
6_0.75-0.80	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
1_0.5-0.55	1	DREME
3_0.60-0.65	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.95-1	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
2_0.55-0.60	1	DREME
2_0.55-0.60	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
1_0.5-0.55	1	DREME
5_0.70-0.75	0.666666666666667	DREME
1_0.5-0.55	1	DREME
1_0.5-0.55	1	DREME
1_0.5-0.55	1	DREME
4_0.65-0.70	0.666666666666667	DREME
1_0.5-0.55	1	DREME
1_0.5-0.55	1	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
2_0.55-0.60	1	DREME
2_0.55-0.60	1	DREME
8_0.90-0.95	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
2_0.55-0.60	0.666666666666667	DREME
3_0.60-0.65	1	DREME
8_0.85-0.9	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
2_0.55-0.60	1	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
2_0.55-0.60	1	DREME
3_0.60-0.65	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
2_0.55-0.60	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
1_0.5-0.55	1	DREME
3_0.60-0.65	1	DREME
2_0.55-0.60	1	DREME
5_0.70-0.75	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.85-0.9	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
2_0.55-0.60	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.95-1	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
2_0.55-0.60	1	DREME
2_0.55-0.60	1	DREME
1_0.5-0.55	1	DREME
4_0.65-0.70	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
2_0.55-0.60	1	DREME
3_0.60-0.65	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
2_0.55-0.60	1	DREME
1_0.5-0.55	1	DREME
6_0.75-0.80	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
2_0.55-0.60	1	DREME
8_0.95-1	0.666666666666667	DREME
2_0.55-0.60	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
3_0.60-0.65	1	DREME
5_0.70-0.75	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
1_0.5-0.55	1	DREME
7_0.80-0.85	0.666666666666667	DREME
6_0.75-0.80	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
1_0.5-0.55	1	DREME
6_0.75-0.80	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
5_0.70-0.75	0.666666666666667	DREME
2_0.55-0.60	1	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.95-1	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.90-0.95	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
3_0.60-0.65	1	DREME
4_0.65-0.70	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
1_0.5-0.55	1	DREME
8_0.85-0.9	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
4_0.65-0.70	0.666666666666667	DREME
3_0.60-0.65	1	DREME
3_0.60-0.65	1	DREME
7_0.80-0.85	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
7_0.80-0.85	0.666666666666667	DREME
2_0.55-0.60	0.666666666666667	DREME
8_0.95-1	0.666666666666667	DREME
3_0.60-0.65	0.666666666666667	DREME
2_0.55-0.60	0.666666666666667	DREME
8_0.90-0.95	0.666666666666667	DREME
8_0.85-0.9	0.666666666666667	DREME
1_0.5-0.55	0.857135510238484	SeqUnwinder
1_0.5-0.55	0.99999250003125	SeqUnwinder
1_0.5-0.55	0.99999250003125	SeqUnwinder
1_0.5-0.55	0.857135510238484	SeqUnwinder
1_0.5-0.55	0.99999250003125	SeqUnwinder
1_0.5-0.55	0.99999250003125	SeqUnwinder
1_0.5-0.55	0.857135510238484	SeqUnwinder
1_0.5-0.55	0.99999250003125	SeqUnwinder
1_0.5-0.55	0.99999250003125	SeqUnwinder
2_0.55-0.60	0.99999250003125	SeqUnwinder
2_0.55-0.60	0.666660000033333	SeqUnwinder
2_0.55-0.60	0.857135510238484	SeqUnwinder
2_0.55-0.60	0.857135510238484	SeqUnwinder
2_0.55-0.60	0.99999250003125	SeqUnwinder
2_0.55-0.60	0.99999250003125	SeqUnwinder
2_0.55-0.60	0.99999250003125	SeqUnwinder
2_0.55-0.60	0.99999250003125	SeqUnwinder
2_0.55-0.60	0.666660000033333	SeqUnwinder
2_0.55-0.60	0.857135510238484	SeqUnwinder
2_0.55-0.60	0.99999250003125	SeqUnwinder
3_0.60-0.65	0.99999250003125	SeqUnwinder
3_0.60-0.65	0.99999250003125	SeqUnwinder
3_0.60-0.65	0.857135510238484	SeqUnwinder
3_0.60-0.65	0.99999250003125	SeqUnwinder
3_0.60-0.65	0.99999250003125	SeqUnwinder
3_0.60-0.65	0.857135510238484	SeqUnwinder
3_0.60-0.65	0.99999250003125	SeqUnwinder
3_0.60-0.65	0.99999250003125	SeqUnwinder
3_0.60-0.65	0.99999250003125	SeqUnwinder
3_0.60-0.65	0.857135510238484	SeqUnwinder
3_0.60-0.65	0.99999250003125	SeqUnwinder
3_0.60-0.65	0.99999250003125	SeqUnwinder
3_0.60-0.65	0.99999250003125	SeqUnwinder
4_0.65-0.70	0.99999250003125	SeqUnwinder
4_0.65-0.70	0.666660000033333	SeqUnwinder
4_0.65-0.70	0.857135510238484	SeqUnwinder
4_0.65-0.70	0.857135510238484	SeqUnwinder
4_0.65-0.70	0.99999250003125	SeqUnwinder
4_0.65-0.70	0.99999250003125	SeqUnwinder
4_0.65-0.70	0.857135510238484	SeqUnwinder
4_0.65-0.70	0.857135510238484	SeqUnwinder
4_0.65-0.70	0.99999250003125	SeqUnwinder
5_0.70-0.75	0.666660000033333	SeqUnwinder
5_0.70-0.75	0.857135510238484	SeqUnwinder
5_0.70-0.75	0.857135510238484	SeqUnwinder
5_0.70-0.75	0.99999250003125	SeqUnwinder
5_0.70-0.75	0.857135510238484	SeqUnwinder
5_0.70-0.75	0.99999250003125	SeqUnwinder
5_0.70-0.75	0.99999250003125	SeqUnwinder
6_0.75-0.80	0.857135510238484	SeqUnwinder
6_0.75-0.80	0.857135510238484	SeqUnwinder
6_0.75-0.80	0.857135510238484	SeqUnwinder
6_0.75-0.80	0.857135510238484	SeqUnwinder
6_0.75-0.80	0.857135510238484	SeqUnwinder
6_0.75-0.80	0.666660000033333	SeqUnwinder
6_0.75-0.80	0.99999250003125	SeqUnwinder
6_0.75-0.80	0.99999250003125	SeqUnwinder
6_0.75-0.80	0.99999250003125	SeqUnwinder
7_0.80-0.85	0.857135510238484	SeqUnwinder
7_0.80-0.85	0.99999250003125	SeqUnwinder
7_0.80-0.85	0.99999250003125	SeqUnwinder
7_0.80-0.85	0.857135510238484	SeqUnwinder
7_0.80-0.85	0.99999250003125	SeqUnwinder
7_0.80-0.85	0.99999250003125	SeqUnwinder
7_0.80-0.85	0.857135510238484	SeqUnwinder
7_0.80-0.85	0.666660000033333	SeqUnwinder
8_0.85-0.9	0.3999952000176	SeqUnwinder
8_0.85-0.9	0.857135510238484	SeqUnwinder
8_0.85-0.9	0.99999250003125	SeqUnwinder
8_0.85-0.9	0.857135510238484	SeqUnwinder
8_0.85-0.9	0.857135510238484	SeqUnwinder
8_0.85-0.9	0.666660000033333	SeqUnwinder
8_0.85-0.9	0.99999250003125	SeqUnwinder
8_0.85-0.9	0.857135510238484	SeqUnwinder
8_0.85-0.9	0.99999250003125	SeqUnwinder
8_0.85-0.9	0.857135510238484	SeqUnwinder
8_0.85-0.9	0.99999250003125	SeqUnwinder
8_0.85-0.9	0.857135510238484	SeqUnwinder
8_0.85-0.9	0.99999250003125	SeqUnwinder
8_0.85-0.9	0.99999250003125	SeqUnwinder
8_0.85-0.9	0.99999250003125	SeqUnwinder
8_0.90-0.95	0.857135510238484	SeqUnwinder
8_0.90-0.95	0.857135510238484	SeqUnwinder
8_0.90-0.95	0.666660000033333	SeqUnwinder
8_0.90-0.95	0.857135510238484	SeqUnwinder
8_0.90-0.95	0.99999250003125	SeqUnwinder
8_0.90-0.95	0.857135510238484	SeqUnwinder
8_0.90-0.95	0.99999250003125	SeqUnwinder
8_0.95-1	0.666660000033333	SeqUnwinder
8_0.95-1	0.3999952000176	SeqUnwinder
8_0.95-1	0.666660000033333	SeqUnwinder
8_0.95-1	0.666660000033333	SeqUnwinder
8_0.95-1	0.857135510238484	SeqUnwinder
8_0.95-1	0.666660000033333	SeqUnwinder
8_0.95-1	0.666660000033333	SeqUnwinder
8_0.95-1	0.857135510238484	SeqUnwinder
8_0.95-1	0.857135510238484	SeqUnwinder
8_0.95-1	0.3999952000176	SeqUnwinder
8_0.95-1	0.3999952000176	SeqUnwinder
